f10,f02,f07,f18,f15,f21,Month,f12,f06,f04,f19,f05,f20,f16,f09,f17,f14,f03,f08,f11,f01,f13,label
0,6.425757643,-1.2186,-1.8877,-1.995,2,Dec,4,1.4946,2,0,0,0.0,3274.521154,76.25,0.0148,141,1,1,0.0,0.0,0.008391608,0
0,0.0,-1.2342,-0.6736,0.1563,2,May,0,0.0201,2,0,1,0.0,60.0,0.0,0.0451,3,2,7,0.0,0.0,0.066666667,0
0,0.0,-0.2482,-0.8893,-0.7594,2,Nov,0,0.9883,2,0,1,0.0,630.75,0.0,0.0413,27,1,3,0.016,0.0,0.02,0
0,0.0,2.4424,1.1716,1.053,2,Nov,0,0.6493,2,0,0,0.0,396.25,0.0,0.05,4,2,4,0.0,0.0,0.083333333,0
0,0.0,-1.1403,-0.2064,-0.052,2,May,2,0.6295,3,0,0,0.0,451.0,282.5,0.0238,17,13,3,0.0625,0.0,0.085416667,0
0,6.229994739,1.8239,-0.6961,0.0603,2,Nov,6,0.9134,2,0,0,0.0,2156.525403,479.25,0.0222,51,2,1,0.0,0.0,0.011878788,1
0,0.0,0.9829,-0.1408,-0.3096,1,Mar,7,1.3167,1,0,0,0.0,1406.1,151.0,0.05,44,2,4,0.004081633,0.0,0.006501458,0
0,3.0265717,0.2319,0.6207,0.9129,2,Nov,7,-0.1516,3,4,1,0.0,2237.757205,198.2585034,0.2,81,6,3,0.007231405,492.9,0.018203638,0
0,0.0,-1.3245,0.6003,0.4586,1,May,0,-0.183,1,0,0,0.0,216.0,0.0,0.0264,9,3,1,0.066666667,0.0,0.077777778,0
0,0.0,-1.1357,-1.881,-1.4348,10,May,0,-0.6101,2,0,0,0.0,241.0,0.0,0.0125,6,3,2,0.0,0.0,0.033333333,0
1,0.0,-0.0055,0.6288,0.1468,4,May,6,-0.0901,2,0,0,0.0,1032.761905,1279.5,0.1,72,3,1,0.0,0.0,0.001388889,0
0,0.0,1.5303,-0.4337,-0.1062,1,Nov,0,-0.6808,1,0,0,0.0,249.0,0.0,0.0233,10,3,8,0.04,0.0,0.064,0
0,0.0,-1.3174,-0.113,0.1926,2,Mar,0,-0.4578,3,0,1,0.0,171.0,0.0,0.04,2,2,2,0.0,0.0,0.1,0
0,0.0,-1.9987,0.5365,0.7641,1,Nov,7,-0.0814,1,0,1,0.0,1268.116667,105.375,0.0149,48,1,8,0.022902098,0.0,0.027788462,0
0,0.0,0.9354,-0.4647,-0.6311,1,May,0,-3.6028,1,0,0,0.0,0.0,0.0,0.025,1,15,3,0.2,0.0,0.2,0
0,0.0,0.4499,-0.4149,-0.2275,2,Nov,1,0.6541,2,0,0,0.0,709.3333333,8.0,0.0177,34,1,1,0.0,0.0,0.014761905,0
0,0.0,-0.1223,-0.2677,0.2157,2,May,0,-0.4695,3,0,0,0.0,67.33333333,0.0,0.1,7,3,1,0.1,0.0,0.097142857,0
0,20.79483821,-0.1909,1.4282,0.966,2,Dec,0,0.5909,2,0,0,0.0,1435.375,0.0,0.0357,26,2,4,0.0,0.0,0.020833333,0
0,72.06822266,0.9409,0.0369,-0.4742,1,Nov,0,0.0986,1,3,0,0.0,680.2559524,0.0,0.1,24,10,8,0.015384615,62.75,0.038461538,0
0,0.0,0.1977,-0.3304,-0.5664,2,Dec,0,0.1927,3,0,0,0.0,370.6666667,0.0,0.2,16,3,2,0.033333333,0.0,0.051041667,0
0,0.0,0.6702,1.6514,1.6493,6,Nov,0,0.661,2,0,0,0.0,291.0,0.0,0.2,6,1,7,0.0,0.0,0.033333333,0
0,10.94723077,0.3562,1.4698,0.4978,2,May,3,0.9462,2,0,0,0.6,898.0,27.0,0.0314,21,3,1,0.015384615,0.0,0.042307692,1
0,0.0,-1.2058,0.3654,0.8724,1,Mar,0,0.4076,4,0,0,0.0,558.0,0.0,0.0082,3,1,3,0.0,0.0,0.066666667,0
0,0.0,0.4734,1.7899,1.6946,1,Dec,3,-1.8079,1,0,0,0.0,11.0,29.0,0.0069,2,8,4,0.075,0.0,0.075,0
0,12.01656549,1.2006,1.7752,2.0608,2,Mar,1,1.0246,3,0,0,0.0,3510.879903,11.88888889,0.0242,111,2,5,9.83e-05,0.0,0.009438427,0
0,0.0,-0.6307,0.6567,0.6447,2,Nov,0,-0.6248,2,0,0,0.0,312.35,0.0,0.0344,12,2,1,0.0,0.0,0.041666667,0
0,0.0,-0.7268,-0.9783,-0.6708,6,Mar,0,0.8436,2,0,0,0.0,341.6666667,0.0,0.0116,17,6,9,0.011764706,0.0,0.041176471,0
1,0.0,0.4339,-1.6461,-1.4357,1,Nov,0,-0.2636,1,0,0,0.0,805.8333333,0.0,0.0183,30,8,3,0.0,0.0,0.003333333,0
0,0.0,0.6792,-0.5667,-1.0394,2,Mar,0,0.3185,2,0,0,0.0,1512.52381,0.0,0.2,25,11,3,0.0,0.0,0.024,0
1,0.0,0.3098,0.5114,0.6532,2,Nov,0,-3.0506,4,0,0,0.0,0.0,0.0,0.0667,1,8,1,0.2,0.0,0.2,0
0,0.0,0.3015,1.9515,1.4384,2,Feb,0,-2.9147,2,0,1,0.0,0.0,0.0,0.0524,1,1,4,0.2,0.0,0.2,0
1,0.0,-0.3889,0.6207,0.6573,4,Nov,1,1.3348,2,0,0,0.0,1702.916667,33.5,0.0138,37,2,3,0.0,0.0,0.009047619,0
0,5.150663602,0.5466,-0.54,-0.5761,1,Mar,11,0.567,1,0,0,0.0,923.6757353,281.6309524,0.0681,54,2,7,0.0,0.0,0.012261867,0
1,0.0,0.3227,0.5274,0.1199,2,Mar,1,0.1092,2,0,0,0.0,1505.166667,43.0,0.0158,37,8,4,0.0,0.0,0.005263158,0
0,0.0,-0.0566,0.1019,-0.4344,5,Dec,0,-1.6014,2,0,0,0.0,47.25,0.0,0.0697,6,1,1,0.0,0.0,0.033333333,0
0,30.01288235,1.5254,-1.5655,-0.5393,2,May,4,0.7675,2,0,0,0.0,1456.783333,324.5,0.0255,30,2,4,0.0,0.0,0.009019608,1
0,0.0,0.4733,0.7425,0.8912,8,Nov,0,1.0363,1,0,1,0.0,706.05,0.0,0.0485,18,11,1,0.006666667,0.0,0.044938272,0
0,0.0,0.2028,-1.4496,-1.6236,4,Dec,5,0.619,2,0,0,0.0,1787.479365,255.75,0.0375,70,3,1,0.004285714,0.0,0.019809524,0
0,2.08053355,0.0165,0.3211,0.5215,1,Mar,17,0.3596,1,2,0,0.0,1021.619336,754.1095238,0.0222,31,2,3,0.004545455,77.0,0.026479076,1
0,0.0,1.8195,1.2805,0.9484,5,May,8,0.537,2,1,0,0.6,1037.807143,26.41666667,0.015,61,2,2,0.003174603,391.0,0.027115142,0
0,0.0,1.4776,-1.4913,-1.5082,1,Nov,0,-2.9598,1,0,0,0.0,0.0,0.0,0.0,1,2,6,0.2,0.0,0.2,0
0,0.0,-0.182,0.6642,0.4132,1,Mar,0,1.0086,1,0,0,0.0,844.25,0.0,0.0118,45,1,3,0.0,0.0,0.01037037,0
0,0.0,0.9354,1.9793,1.7393,5,Nov,0,0.6975,2,0,0,0.0,1412.316667,0.0,0.0153,33,1,3,0.012121212,0.0,0.051717172,1
1,0.0,0.2893,-0.1524,0.2329,2,Dec,1,0.9141,1,2,1,0.0,1021.519444,3.0,0.063,41,2,3,0.009302326,34.0,0.017829457,0
1,68.88769355,2.3522,-1.0018,-0.8215,2,Nov,1,0.8334,3,0,0,0.0,2156.5,73.0,0.0333,12,2,1,0.018181818,0.0,0.027272727,1
0,0.0,-0.2791,0.5885,1.148,2,Nov,0,0.0642,3,0,0,0.0,576.3,0.0,0.0199,16,2,1,0.016666667,0.0,0.011458333,0
0,0.0,0.1907,1.1086,1.2981,1,Dec,0,-2.2702,1,0,0,0.0,0.0,0.0,0.0214,1,3,2,0.2,0.0,0.2,0
0,13.18408163,-1.9727,0.4238,0.4041,10,May,2,-0.0965,2,0,0,0.8,547.5,12.0,0.0238,45,2,3,0.033469388,0.0,0.054460641,0
0,0.0,-0.4955,0.5303,0.2269,2,Dec,1,1.2377,2,0,0,0.0,4334.815476,9.0,0.0256,95,1,1,0.005531915,0.0,0.03962766,0
0,15.15643787,0.7353,0.1609,0.1261,2,Nov,1,1.6835,2,0,1,0.0,1480.233333,5.0,0.0154,47,3,1,0.010416667,0.0,0.027824074,1
0,38.92648303,1.3005,-0.7768,-1.3711,1,Dec,1,1.468,1,0,0,0.0,3026.374242,34.5,0.0148,18,2,3,0.0,0.0,0.005263158,1
0,0.0,-0.0985,0.8219,0.7908,2,Mar,0,-0.6404,2,0,0,0.0,130.5,0.0,0.0235,12,10,1,0.0,0.0,0.008333333,0
1,0.0,1.1165,0.74,0.7289,2,Dec,0,0.1722,2,0,0,0.0,649.5,0.0,0.0333,7,2,4,0.028571429,0.0,0.057142857,1
0,0.0,1.4055,-1.9677,-1.8231,2,Nov,3,0.8262,1,2,0,0.0,4377.708157,36.0,0.0332,74,2,3,0.02,16.0,0.029308735,1
0,8.256572358,1.5149,0.4685,-0.0558,10,May,6,1.0532,2,2,1,0.0,3712.8116,108.0,0.0147,118,4,3,0.003252033,43.66666667,0.010310363,0
0,0.0,-1.0953,-0.7521,-0.0872,1,Mar,0,-0.1616,1,0,1,0.0,170.0,0.0,0.04,8,3,7,0.075,0.0,0.08,0
0,0.0,1.1794,-2.5652,-2.044,2,May,0,0.511,2,0,0,0.6,726.0,0.0,0.0238,8,19,1,0.075,0.0,0.108333333,0
0,0.0,0.7754,-1.8474,-1.6629,6,Mar,0,-0.6302,2,0,0,0.0,390.6666667,0.0,0.0216,30,1,6,0.006666667,0.0,0.056666667,0
0,7.56292207,2.8956,0.6172,0.7257,1,Nov,2,0.7292,1,0,1,0.0,1850.116667,298.2,0.0375,48,2,2,0.004081633,0.0,0.004421769,1
0,0.0,0.6957,-0.1369,-0.3697,2,Nov,0,-0.9056,2,0,1,0.0,27.5,0.0,0.0083,2,1,1,0.0,0.0,0.1,0
0,0.0,0.2986,-1.2348,-0.7156,2,May,0,0.0282,2,0,0,0.8,980.8333333,0.0,0.0042,57,11,3,0.007142857,0.0,0.044642857,0
0,0.0,0.2178,0.1915,-0.2591,1,Nov,3,-1.314,1,0,0,0.0,92.33333333,35.83333333,0.0091,9,1,8,0.059259259,0.0,0.088888889,0
0,0.0,-1.2612,-0.2654,0.5986,4,Dec,10,0.1651,2,1,0,0.0,866.2166667,322.8333333,0.0007,28,1,7,0.006451613,12.0,0.012903226,0
0,0.0,2.0451,0.4033,0.5891,2,June,0,-0.1362,2,0,0,0.0,683.3,0.0,0.0143,28,1,3,0.028571429,0.0,0.089285714,0
0,0.0,-1.0525,0.1643,-0.037,2,May,0,-1.5203,2,0,0,0.4,26.0,0.0,0.0128,4,13,1,0.05,0.0,0.1,0
0,107.2170213,0.7829,2.2468,1.7528,2,May,1,0.5368,2,0,0,0.0,1525.666667,24.5,0.2,46,4,2,0.0,0.0,0.006382979,1
0,2.782886364,1.9316,0.9375,0.442,2,May,5,0.3075,2,0,0,0.4,787.2,47.5,0.0397,40,4,4,0.0,0.0,0.012121212,0
0,23.8705054,0.6009,-1.522,-0.9857,2,Dec,3,1.0437,3,1,0,0.0,2109.919048,36.25,0.0186,35,1,3,0.018918919,10.0,0.027190827,0
0,0.0,1.9866,0.0003,0.1442,2,Nov,0,0.6233,2,0,1,0.0,873.75,0.0,0.0444,29,2,5,0.0,0.0,0.031034483,1
0,0.0,-0.6984,-0.0613,0.0856,2,Dec,4,2.1042,2,0,0,0.0,4679.029167,73.5,0.0189,59,13,1,0.009617486,0.0,0.032389468,0
0,0.0,-0.9045,-1.0213,-0.8375,2,May,0,-0.1943,2,0,0,0.8,200.0,0.0,0.0727,16,1,1,0.034375,0.0,0.072115385,0
1,0.0,2.1695,0.0282,0.4899,1,Nov,0,-0.6841,1,0,0,0.0,146.5,0.0,0.2,11,2,1,0.018181818,0.0,0.018181818,0
0,0.0,0.7962,0.4999,0.5921,2,May,0,-1.0409,2,0,0,0.0,349.0,0.0,0.1167,12,13,9,0.066666667,0.0,0.088888889,0
0,0.0,0.2018,0.6325,0.9757,2,Mar,0,-0.2491,2,0,0,0.0,267.0,0.0,0.0027,8,3,3,0.0,0.0,0.05,0
0,3.322666667,-1.461,0.2736,-0.2111,1,May,2,0.1915,1,1,1,0.0,410.1166667,29.0,0.0404,32,4,1,0.004301075,38.5,0.020286738,0
0,0.0,0.6533,0.0691,0.8695,2,Nov,0,-2.8329,3,0,0,0.0,0.0,0.0,0.2,2,1,9,0.2,0.0,0.2,0
0,12.24171745,0.8629,-0.5388,0.0803,6,Dec,3,0.9237,4,0,1,0.0,1783.791667,145.0,0.0154,53,1,1,0.007142857,0.0,0.029030612,0
0,21.83420125,0.9793,0.3386,0.1954,2,Nov,11,0.6429,2,1,0,0.0,7972.322431,238.775641,0.04,200,2,1,0.002619048,9.0,0.014230973,1
0,16.35155923,0.1596,0.9506,1.1838,5,Nov,11,0.8175,2,2,1,0.0,1831.942222,293.6222222,0.075,64,4,3,0.0,42.2,0.015238095,0
0,0.0,0.6899,-0.3522,-0.0996,2,Mar,7,0.4736,2,0,1,0.0,1350.391667,213.3916667,0.0867,32,8,1,0.0,0.0,0.017877551,0
0,0.0,-0.3462,-1.4706,-1.2521,1,May,0,0.958,4,0,0,0.6,1356.0,0.0,0.05,17,3,3,0.0,0.0,0.035294118,0
0,0.0,0.4732,0.493,0.0997,2,Dec,0,0.4822,2,0,0,0.0,636.5,0.0,0.025,18,2,3,0.0,0.0,0.027777778,0
0,0.0,-0.3417,0.9672,0.4208,2,Dec,0,-2.1302,2,0,0,0.0,9.0,0.0,0.0241,2,3,1,0.0,0.0,0.1,0
1,0.0,-0.8962,1.1847,1.2105,2,Nov,3,-0.9558,2,1,0,0.0,134.45,31.2,0.0133,13,2,6,0.0,42.4,0.0125,0
0,0.0,-0.5981,-2.7189,-2.568,2,May,3,0.4341,4,0,0,0.4,376.5,55.0,0.0143,18,11,3,0.021052632,0.0,0.040350877,0
0,0.0,1.6869,1.482,0.6959,2,May,0,0.4802,2,0,0,0.0,751.5,0.0,0.0147,11,13,1,0.018181818,0.0,0.024242424,0
0,0.0,0.4899,-0.057,-0.2091,2,Nov,3,1.4744,3,0,1,0.0,1343.946429,171.375,0.0173,29,13,8,0.035714286,0.0,0.034983766,0
1,23.00194502,0.7073,0.4579,0.597,5,Dec,3,0.2491,2,0,1,0.0,2623.916667,86.5,0.0144,30,2,1,0.006666667,0.0,0.007619048,1
0,0.0,0.4378,-0.2188,0.0755,1,Dec,0,-0.5306,1,0,0,0.0,206.5,0.0,0.0119,4,8,1,0.05,0.0,0.05,0
0,0.0,-0.1104,0.1062,0.2394,2,Nov,0,-2.623,3,0,0,0.0,0.0,0.0,0.0417,1,3,4,0.2,0.0,0.2,0
0,0.0,-0.0474,-0.4913,-0.6322,2,Nov,0,0.8301,3,0,1,0.0,1677.178571,0.0,0.0419,15,2,4,0.026666667,0.0,0.060444444,0
0,0.0,0.1786,-0.2413,-0.2669,1,Nov,0,0.8653,1,0,1,0.0,2632.7,0.0,0.0284,32,3,1,0.00625,0.0,0.013541667,0
0,4.247372093,0.0211,-0.6738,-1.2871,5,May,7,1.8054,2,2,0,0.0,2311.090909,278.8333333,0.05,38,3,1,0.004651163,15.0,0.022868217,0
0,0.0,1.4373,0.5535,0.8706,2,Nov,1,-0.254,2,0,0,0.0,1240.65,5.0,0.04,30,2,6,0.0,0.0,0.017708333,0
1,0.0,1.1593,1.9197,1.1559,2,Nov,7,0.0998,2,0,0,0.0,297.125,91.0,0.0159,23,2,6,0.0,0.0,0.012068966,0
0,52.10818182,0.8982,1.3246,1.075,2,Mar,6,0.0011,2,0,0,0.0,952.2857143,171.0833333,0.0344,28,2,1,0.0,0.0,0.013333333,1
0,0.0,-0.4909,0.5367,0.6431,2,May,3,0.1862,2,2,1,0.0,2450.435809,138.0,0.0404,62,4,4,0.003125,1005.0,0.012783365,0
0,65.74605279,-1.5797,0.3676,0.9105,2,Dec,6,0.2297,3,0,0,0.0,1275.092424,264.4166667,0.0347,22,2,5,0.0,0.0,0.013512907,0
0,0.0,0.612,2.5016,2.6087,2,Nov,0,0.0453,2,0,0,0.0,378.5,0.0,0.0113,15,2,1,0.004444444,0.0,0.037777778,0
0,0.0,-0.3591,0.0354,0.1802,2,May,2,-0.2177,3,0,0,0.2,636.0,26.0,0.0071,4,19,1,0.0,0.0,0.025,0
0,0.0,-0.3667,0.8203,0.8781,1,May,2,-1.162,1,2,0,0.6,43.5,79.5,0.0238,4,2,8,0.05,241.0,0.0625,0
0,0.0,-1.1613,-0.6383,-0.3577,4,May,2,0.6486,2,0,0,0.8,2094.983333,87.25,0.0219,56,3,3,0.032738095,0.0,0.063214286,0
0,0.0,1.852,-1.4358,-1.6687,2,May,0,-0.0443,2,0,0,0.8,272.0,0.0,0.0012,11,4,4,0.0,0.0,0.016666667,0
0,0.0,-0.6044,-0.7601,-0.1787,2,Nov,0,1.0899,2,0,0,0.0,5093.3,0.0,0.0311,88,2,1,0.004924242,0.0,0.023393841,0
0,0.0,1.0188,-1.6143,-1.818,2,May,1,0.8306,3,0,0,0.0,931.0,46.0,0.0482,17,13,1,0.027777778,0.0,0.062962963,0
0,0.0,0.2307,0.3167,0.2075,1,Mar,0,0.5072,1,0,0,0.0,952.9666667,0.0,0.0333,40,2,2,0.001666667,0.0,0.016666667,0
0,60.19477937,1.0908,0.5416,0.5785,5,Mar,2,0.0689,2,0,0,0.0,717.6166667,60.0,0.02,20,2,9,0.0,0.0,0.004761905,1
0,0.0,0.2524,-0.6074,-0.018,2,Mar,0,0.5511,2,0,0,0.0,2612.357143,0.0,0.0205,49,1,1,0.0,0.0,0.00952381,0
0,0.0,-1.1114,-0.6863,-0.2249,2,May,0,-0.4961,2,0,0,0.0,522.0,0.0,0.0096,19,2,7,0.021052632,0.0,0.034210526,0
0,0.0,0.1326,0.8766,0.2002,4,May,0,-0.2162,2,0,0,0.0,182.0,0.0,0.0375,17,3,4,0.0,0.0,0.0375,0
0,0.0,-0.9928,-0.1903,-0.5647,5,Nov,0,-0.2615,2,0,0,0.0,143.0,0.0,0.022,7,3,2,0.0,0.0,0.028571429,0
0,0.0,0.0318,1.888,1.4998,3,May,0,0.4675,3,0,0,0.0,739.8333333,0.0,0.08,13,3,1,0.007692308,0.0,0.028461538,0
1,0.0,-0.0068,-0.058,0.1073,1,May,3,-0.5453,1,0,0,0.0,579.3333333,45.0,0.0229,10,5,2,0.0,0.0,0.022222222,0
0,0.0,0.6925,-0.2889,-0.9789,5,Mar,0,-0.026,2,0,0,0.0,167.0,0.0,0.0352,8,3,1,0.0,0.0,0.05,0
1,0.0,0.181,-1.3384,-0.5454,2,Nov,0,-0.6071,3,0,0,0.0,215.952381,0.0,0.005,13,2,6,0.0,0.0,0.018181818,0
0,19.23268976,0.0564,0.4915,1.035,1,Nov,5,-0.3876,1,0,0,0.0,1074.683333,153.0,0.0444,25,4,6,0.0125,0.0,0.01875,0
0,0.0,1.4803,-0.2558,-0.2023,2,May,5,0.0711,3,0,0,0.6,1238.066667,215.5,0.0594,61,13,3,0.004761905,0.0,0.020740741,0
0,3.663617021,0.9177,0.9306,1.1925,5,May,0,1.7926,2,0,0,0.8,1580.833333,0.0,0.025,47,2,3,0.0,0.0,0.004255319,1
0,0.0,0.6244,-1.4877,-1.7958,2,May,0,-0.8389,4,0,1,0.0,117.5,0.0,0.027,7,3,8,0.0,0.0,0.033333333,0
0,0.0,-0.7809,-0.7484,-0.923,4,Feb,0,-0.7352,2,0,0,0.0,25.0,0.0,0.0246,3,5,1,0.0,0.0,0.066666667,0
0,0.0,-0.3021,-0.5502,-0.5366,1,May,1,0.0942,1,0,0,0.0,2052.833333,34.0,0.0294,12,3,1,0.016666667,0.0,0.016666667,0
0,0.0,-2.3832,-0.2555,0.1347,2,May,0,-0.3254,2,0,1,1.0,165.0,0.0,0.0219,9,4,4,0.0,0.0,0.022222222,0
0,0.0,-1.3008,-0.334,-0.3744,2,May,0,-0.1326,2,0,0,0.0,480.5,0.0,0.0206,30,6,7,0.033333333,0.0,0.073333333,0
0,0.0,2.0406,-0.029,0.2176,1,Nov,1,-3.1973,1,0,1,0.0,0.0,24.2,0.04,0,3,1,0.0,0.0,0.066666667,1
0,0.0,-0.8255,1.1816,0.6442,2,May,2,0.7119,2,0,0,0.0,1649.0,33.0,0.0213,13,2,1,0.0,0.0,0.033333333,0
0,0.0,0.2815,1.0994,0.641,2,Mar,7,-1.0617,1,0,0,0.0,484.95,169.5,0.0105,21,2,2,0.008695652,0.0,0.037681159,0
0,0.0,0.1997,1.563,1.7374,1,Dec,0,0.2853,1,0,0,0.0,752.7619048,0.0,0.0391,23,3,6,0.013043478,0.0,0.015217391,0
0,0.0,0.6405,-1.6114,-1.2238,1,Feb,0,-0.6631,1,0,0,0.0,35.0,0.0,0.1,2,3,6,0.0,0.0,0.1,0
0,0.0,2.0503,0.0419,-0.133,2,Mar,3,-0.2439,2,0,1,0.0,397.8846154,90.0,0.0077,25,1,1,0.005333333,0.0,0.033504762,0
0,8.833825926,1.1086,0.6549,-0.0886,2,Mar,6,1.0517,2,12,1,0.0,2720.671429,176.25,0.0062,41,2,2,0.012962963,404.0,0.033262108,1
0,0.0,-0.4958,-0.9324,-0.8088,2,Mar,4,0.302,1,0,0,0.0,570.5166667,82.0,0.0406,23,8,7,0.007407407,0.0,0.024074074,0
0,0.0,0.3737,-0.5867,-0.5319,2,Mar,2,1.2732,2,0,0,0.0,3113.516667,60.0,0.0275,44,2,3,0.001481481,0.0,0.016,0
0,0.0,1.6217,0.5549,0.388,1,Dec,0,0.0505,1,0,0,0.0,152.0,0.0,0.0385,14,3,4,0.057142857,0.0,0.057142857,0
1,0.0,0.7528,-0.497,-0.4976,2,Dec,2,-0.4681,2,1,0,0.0,156.0,110.5,0.0889,5,2,1,0.0,48.0,0.028571429,0
0,0.0,1.4932,-0.2319,-0.17,2,May,3,0.8987,3,0,0,0.0,1810.966667,602.0,0.05,64,6,1,0.003174603,0.0,0.012962963,0
0,0.0,0.023,-0.3544,-0.5679,2,Dec,9,0.2619,3,0,1,0.0,1895.133333,965.5,0.0139,30,2,3,0.005405405,0.0,0.011186186,0
0,0.0,-1.2202,0.5531,0.9945,2,Mar,4,0.6179,2,0,0,0.0,866.0,76.0,0.0067,28,1,4,0.0,0.0,0.02183908,0
0,0.0,-1.0897,-2.2493,-1.566,2,Mar,0,-0.0717,3,0,1,0.0,266.0166667,0.0,0.05,14,1,1,0.0,0.0,0.042857143,0
0,0.0,0.6983,0.4392,-0.3283,1,Mar,0,0.1137,1,0,0,0.0,469.4166667,0.0,0.0143,17,2,2,0.0,0.0,0.011764706,0
0,10.91300022,1.6846,-0.972,-0.9246,5,Mar,3,1.1441,2,0,0,0.0,2151.0,73.0,0.04,9,1,1,0.0,0.0,0.018181818,1
0,0.0,-1.1041,1.4341,0.9608,2,Dec,8,0.4343,2,0,0,0.0,1287.852778,108.5,0.05,53,2,1,0.003389831,0.0,0.027514124,0
0,0.0,-2.5008,-0.1011,0.6874,2,Dec,1,0.9313,2,0,0,0.0,1263.9,5.0,0.0248,31,2,7,0.0,0.0,0.009111111,0
0,0.0,-0.4527,1.04,0.0271,2,Mar,2,-0.4055,2,0,0,0.0,1852.75,26.0,0.0833,46,3,2,0.0,0.0,0.005797101,0
0,0.0,-0.2646,0.9183,1.2591,4,Mar,1,0.7239,2,0,0,0.0,1330.3,47.5,0.08,15,10,2,0.0,0.0,0.005128205,0
0,0.0,-1.2865,-1.714,-1.7595,1,May,1,0.399,1,0,0,0.2,801.5095238,24.0,0.0061,54,3,1,0.00754717,0.0,0.013274933,0
0,0.0,-0.0451,0.7359,1.0064,2,May,5,-0.1854,1,2,1,0.0,463.0,2156.166667,0.0667,15,4,4,0.036363636,92.0,0.042207792,0
0,0.0,0.404,-0.9296,-0.6215,2,Nov,1,0.6989,2,0,1,0.0,1378.166667,6.333333333,0.0662,36,13,1,0.005555556,0.0,0.026587302,0
0,0.0,-0.6269,-2.5957,-2.6994,2,May,0,-0.4801,2,0,0,0.0,255.75,0.0,0.0472,20,4,1,0.0,0.0,0.028421053,0
1,0.0,1.2251,-1.0461,-1.1774,2,Nov,2,-0.2892,8,0,0,0.0,434.5,28.0,0.2,27,2,7,0.0,0.0,0.006896552,1
0,11.34860076,0.4115,-0.6662,-0.8056,2,June,4,0.5989,2,0,0,0.0,1822.866667,75.86666667,0.1333,72,1,7,0.006756757,0.0,0.024774775,0
0,0.0,-0.5885,1.0297,-0.0789,2,Mar,0,-0.3067,2,2,0,0.0,624.0,0.0,0.0042,11,10,4,0.015384615,45.0,0.046153846,0
0,0.0,0.5504,-0.3499,-1.1158,2,Nov,0,0.7029,2,0,1,0.0,759.0833333,0.0,0.0436,36,2,5,0.008333333,0.0,0.025925926,0
0,16.1728,1.1637,1.8594,2.2938,2,Mar,9,0.9253,2,2,0,0.0,1267.155556,222.5,0.004,20,2,3,0.001481481,46.66666667,0.017977208,1
0,0.0,0.2219,1.8499,2.2439,2,Nov,0,-0.1487,2,0,0,0.0,277.3,0.0,0.0208,16,2,1,0.0125,0.0,0.041666667,0
0,0.0,0.775,-1.1347,-1.8411,4,Dec,0,-0.9012,2,0,0,0.0,61.5,0.0,0.02,7,1,3,0.028571429,0.0,0.085714286,0
0,0.0,1.744,-0.0303,0.6611,2,Nov,0,-0.4307,2,0,0,0.0,103.5,0.0,0.05,7,2,2,0.0,0.0,0.057142857,1
1,146.23875,1.5409,-0.6176,-1.5373,2,May,2,0.0011,2,0,0,0.0,692.6666667,101.5,0.0241,16,2,5,0.0,0.0,0.0125,1
1,0.0,0.9744,0.218,0.4675,8,May,3,-0.4465,1,0,0,0.0,300.6666667,101.0,0.05,17,2,1,0.0,0.0,0.0125,0
0,48.60623685,3.0312,-0.505,-0.562,1,Nov,11,1.6201,1,3,0,0.0,4829.625,188.8333333,0.0185,64,3,1,0.004054054,27.0,0.017194337,1
0,0.0,-1.2347,-0.8374,-0.1161,2,Dec,3,1.0101,2,0,0,0.0,770.5833333,63.0,0.0333,31,8,1,0.005714286,0.0,0.023809524,0
0,0.0,1.4216,0.8342,0.5359,2,Dec,5,3.0061,2,6,0,0.0,63973.52223,3398.75,0.05,449,2,1,0.000764406,2549.375,0.02770134,0
0,49.39271642,-1.1886,0.124,0.1014,5,May,0,0.9728,4,0,0,0.0,2734.818254,0.0,0.0314,69,2,3,0.0,0.0,0.004353234,1
0,0.0,-1.744,1.1817,1.3168,2,May,2,-0.9174,2,0,0,0.2,68.0,15.6,0.075,10,3,2,0.018181818,0.0,0.045454545,0
0,0.0,0.173,-0.3977,-0.3137,2,May,1,1.8635,2,0,0,0.0,2054.333333,5.0,0.0213,12,1,9,0.0,0.0,0.015384615,0
1,0.0,0.0213,0.366,1.1604,10,May,0,1.2184,2,0,0,0.0,455.5,0.0,0.05,15,2,3,0.0,0.0,0.014285714,0
0,8.150811238,0.2011,0.1797,-0.4086,2,June,4,0.5732,3,0,1,0.0,243.75,28.73333333,0.0534,12,2,4,0.0,0.0,0.038571429,1
0,59.21256014,0.5411,1.4934,0.9326,2,Nov,0,0.09,2,0,0,0.0,1924.505952,0.0,0.0147,44,6,3,0.0,0.0,0.004651163,1
0,54.10230816,0.4021,0.7162,0.9149,2,Dec,1,0.8059,2,0,0,0.0,1605.875,96.66666667,0.0256,23,10,2,0.031818182,0.0,0.05030303,1
0,0.0,0.264,-0.6396,-0.6373,2,Dec,2,-0.4781,1,0,0,0.0,123.2291667,76.5,0.075,10,10,1,0.022857143,0.0,0.059444444,0
0,0.0,0.6308,-0.4504,0.2217,2,Mar,1,-0.0766,3,0,0,0.0,614.9444444,13.0,0.05,19,3,3,0.0,0.0,0.022105263,0
